,x,y,z,,,,,,,,,,,,,,,,,,119.0466667,278.59,235.61
120,3.406666667,-9.27,7.746666667,,,0.27,0.963333333,0.69,0.27,-0.963333333,0.69,,,,,,0.27,-0.963333333,0.69,,0.27,0.963333333,0.69
121,3.48,-8.93,7.406666667,,,0.073333333,0.34,0.34,0.073333333,0.34,-0.34,,,,,,0.073333333,0.34,-0.34,,0.073333333,0.34,0.34
122,3.313333333,-8.093333333,6.06,,,0.166666667,0.836666667,1.346666667,-0.166666667,0.836666667,-1.346666667,,,,,,-0.166666667,0.836666667,-1.346666667,,0.166666667,0.836666667,1.346666667
123,3.013333333,-6.453333333,6.536666667,,,0.3,1.64,0.476666667,-0.3,1.64,0.476666667,,,,,,-0.3,1.64,0.476666667,,0.3,1.64,0.476666667
124,3.206666667,-6.656666667,5.88,,,0.193333334,0.203333334,0.656666667,0.193333334,-0.203333334,-0.656666667,,,,,,0.193333334,-0.203333334,-0.656666667,,0.193333334,0.203333334,0.656666667
125,3.23,-7.113333333,7.006666667,,,0.023333333,0.456666666,1.126666667,0.023333333,-0.456666666,1.126666667,,,,,,0.023333333,-0.456666666,1.126666667,,0.023333333,0.456666666,1.126666667
126,3.413333333,-8.53,7.053333333,,,0.183333333,1.416666667,0.046666666,0.183333333,-1.416666667,0.046666666,,,,,,0.183333333,-1.416666667,0.046666666,,0.183333333,1.416666667,0.046666666
127,3.446666667,-8.356666667,7.003333333,,,0.033333334,0.173333333,0.05,0.033333334,0.173333333,-0.05,,,,,,0.033333334,0.173333333,-0.05,,0.033333334,0.173333333,0.05
128,3.176666667,-7.68,7.09,,,0.27,0.676666667,0.086666667,-0.27,0.676666667,0.086666667,,,,,,-0.27,0.676666667,0.086666667,,0.27,0.676666667,0.086666667
129,3.386666667,-7.446666667,6.57,,,0.21,0.233333333,0.52,0.21,0.233333333,-0.52,,,,,,0.21,0.233333333,-0.52,,0.21,0.233333333,0.52
130,3.35,-7.253333333,7.14,,,0.036666667,0.193333334,0.57,-0.036666667,0.193333334,0.57,,,,,,-0.036666667,0.193333334,0.57,,0.036666667,0.193333334,0.57
131,3.673333333,-7.51,6.076666667,,,0.323333333,0.256666667,1.063333333,0.323333333,-0.256666667,-1.063333333,,,,,,0.323333333,-0.256666667,-1.063333333,,0.323333333,0.256666667,1.063333333
132,3.286666667,-7.263333333,6.45,,,0.386666666,0.246666667,0.373333333,-0.386666666,0.246666667,0.373333333,,,,,,-0.386666666,0.246666667,0.373333333,,0.386666666,0.246666667,0.373333333
133,2.73,-7.79,6.613333333,,,0.556666667,0.526666667,0.163333333,-0.556666667,-0.526666667,0.163333333,,,,,,-0.556666667,-0.526666667,0.163333333,,0.556666667,0.526666667,0.163333333
134,2.63,-8.97,7.36,,,0.1,1.18,0.746666667,-0.1,-1.18,0.746666667,,,,,,-0.1,-1.18,0.746666667,,0.1,1.18,0.746666667
135,2.456666667,-8.983333333,6.62,,,0.173333333,0.013333333,0.74,-0.173333333,-0.013333333,-0.74,,,,,,-0.173333333,-0.013333333,-0.74,,0.173333333,0.013333333,0.74
136,2.81,-8.57,6.866666667,,,0.353333333,0.413333333,0.246666667,0.353333333,0.413333333,0.246666667,,,,,,0.353333333,0.413333333,0.246666667,,0.353333333,0.413333333,0.246666667
137,2.813333333,-7.11,5.993333333,,,0.003333333,1.46,0.873333334,0.003333333,1.46,-0.873333334,,,,,,0.003333333,1.46,-0.873333334,,0.003333333,1.46,0.873333334
138,2.836666667,-6.31,6.96,,,0.023333334,0.8,0.966666667,0.023333334,0.8,0.966666667,,,,,,0.023333334,0.8,0.966666667,,0.023333334,0.8,0.966666667
139,3.046666667,-6.743333333,5.643333333,,,0.21,0.433333333,1.316666667,0.21,-0.433333333,-1.316666667,,,,,,0.21,-0.433333333,-1.316666667,,0.21,0.433333333,1.316666667
140,3.223333333,-7.29,7.173333333,,,0.176666666,0.546666667,1.53,0.176666666,-0.546666667,1.53,,,,,,0.176666666,-0.546666667,1.53,,0.176666666,0.546666667,1.53
141,3.463333333,-8.536666667,6.633333333,,,0.24,1.246666667,0.54,0.24,-1.246666667,-0.54,,,,,,0.24,-1.246666667,-0.54,,0.24,1.246666667,0.54
142,3.36,-8.69,6.786666667,,,0.103333333,0.153333333,0.153333334,-0.103333333,-0.153333333,0.153333334,,,,,,-0.103333333,-0.153333333,0.153333334,,0.103333333,0.153333333,0.153333334
143,3.4,-8.793333333,6.446666667,,,0.04,0.103333333,0.34,0.04,-0.103333333,-0.34,,,,,,0.04,-0.103333333,-0.34,,0.04,0.103333333,0.34
144,3.32,-7.756666667,5.363333333,,,0.08,1.036666666,1.083333334,-0.08,1.036666666,-1.083333334,,,,,,-0.08,1.036666666,-1.083333334,,0.08,1.036666666,1.083333334
145,3.196666667,-6.966666667,6.163333333,,,0.123333333,0.79,0.8,-0.123333333,0.79,0.8,,,,,,-0.123333333,0.79,0.8,,0.123333333,0.79,0.8
146,2.903333333,-6.83,5.156666667,,,0.293333334,0.136666667,1.006666666,-0.293333334,0.136666667,-1.006666666,,,,,,-0.293333334,0.136666667,-1.006666666,,0.293333334,0.136666667,1.006666666
147,2.996666667,-7.08,6.653333333,,,0.093333334,0.25,1.496666666,0.093333334,-0.25,1.496666666,,,,,,0.093333334,-0.25,1.496666666,,0.093333334,0.25,1.496666666
148,3.21,-7.953333333,6.36,,,0.213333333,0.873333333,0.293333333,0.213333333,-0.873333333,-0.293333333,,,,,,0.213333333,-0.873333333,-0.293333333,,0.213333333,0.873333333,0.293333333
149,3.496666667,-8.286666667,6.803333333,,,0.286666667,0.333333334,0.443333333,0.286666667,-0.333333334,0.443333333,,,,,,0.286666667,-0.333333334,0.443333333,,0.286666667,0.333333334,0.443333333
150,3.246666667,-7.966666667,6.556666667,,,0.25,0.32,0.246666666,-0.25,0.32,-0.246666666,,,,,,-0.25,0.32,-0.246666666,,0.25,0.32,0.246666666
151,3.26,-7.383333333,5.673333333,,,0.013333333,0.583333334,0.883333334,0.013333333,0.583333334,-0.883333334,,,,,,0.013333333,0.583333334,-0.883333334,,0.013333333,0.583333334,0.883333334
152,3.236666667,-6.766666667,6.306666667,,,0.023333333,0.616666666,0.633333334,-0.023333333,0.616666666,0.633333334,,,,,,-0.023333333,0.616666666,0.633333334,,0.023333333,0.616666666,0.633333334
153,3.336666667,-7.513333333,5.736666667,,,0.1,0.746666666,0.57,0.1,-0.746666666,-0.57,,,,,,0.1,-0.746666666,-0.57,,0.1,0.746666666,0.57
154,3.396666667,-7.973333333,6.703333333,,,0.06,0.46,0.966666666,0.06,-0.46,0.966666666,,,,,,0.06,-0.46,0.966666666,,0.06,0.46,0.966666666
155,3.286666667,-8.596666667,6.696666667,,,0.11,0.623333334,0.006666666,-0.11,-0.623333334,-0.006666666,,,,,,-0.11,-0.623333334,-0.006666666,,0.11,0.623333334,0.006666666
156,3.476666667,-7.656666667,6.366666667,,,0.19,0.94,0.33,0.19,0.94,-0.33,,,,,,0.19,0.94,-0.33,,0.19,0.94,0.33
157,3.216666667,-6.906666667,6.676666667,,,0.26,0.75,0.31,-0.26,0.75,0.31,,,,,,-0.26,0.75,0.31,,0.26,0.75,0.31
158,3.15,-6.636666667,5.63,,,0.066666667,0.27,1.046666667,-0.066666667,0.27,-1.046666667,,,,,,-0.066666667,0.27,-1.046666667,,0.066666667,0.27,1.046666667
159,2.996666667,-7.133333333,6.73,,,0.153333333,0.496666666,1.1,-0.153333333,-0.496666666,1.1,,,,,,-0.153333333,-0.496666666,1.1,,0.153333333,0.496666666,1.1
160,3.453333333,-8.146666667,6.263333333,,,0.456666666,1.013333334,0.466666667,0.456666666,-1.013333334,-0.466666667,,,,,,0.456666666,-1.013333334,-0.466666667,,0.456666666,1.013333334,0.466666667
161,3.753333333,-8.256666667,6.893333333,,,0.3,0.11,0.63,0.3,-0.11,0.63,,,,,,0.3,-0.11,0.63,,0.3,0.11,0.63
162,3.7,-7.843333333,6.713333333,,,0.053333333,0.413333334,0.18,-0.053333333,0.413333334,-0.18,,,,,,-0.053333333,0.413333334,-0.18,,0.053333333,0.413333334,0.18
163,3.136666667,-7.146666667,5.933333333,,,0.563333333,0.696666666,0.78,-0.563333333,0.696666666,-0.78,,,,,,-0.563333333,0.696666666,-0.78,,0.563333333,0.696666666,0.78
164,2.526666667,-6.866666667,6.353333333,,,0.61,0.28,0.42,-0.61,0.28,0.42,,,,,,-0.61,0.28,0.42,,0.61,0.28,0.42
165,2.68,-7.953333333,6.18,,,0.153333333,1.086666666,0.173333333,0.153333333,-1.086666666,-0.173333333,,,,,,0.153333333,-1.086666666,-0.173333333,,0.153333333,1.086666666,0.173333333
166,2.823333333,-8.13,7.193333333,,,0.143333333,0.176666667,1.013333333,0.143333333,-0.176666667,1.013333333,,,,,,0.143333333,-0.176666667,1.013333333,,0.143333333,0.176666667,1.013333333
167,3.266666667,-8.653333333,7.176666667,,,0.443333334,0.523333333,0.016666666,0.443333334,-0.523333333,-0.016666666,,,,,,0.443333334,-0.523333333,-0.016666666,,0.443333334,0.523333333,0.016666666
168,3.133333333,-7.62,6.113333333,,,0.133333334,1.033333333,1.063333334,-0.133333334,1.033333333,-1.063333334,,,,,,-0.133333334,1.033333333,-1.063333334,,0.133333334,1.033333333,1.063333334
169,3.13,-7.283333333,6.406666667,,,0.003333333,0.336666667,0.293333334,-0.003333333,0.336666667,0.293333334,,,,,,-0.003333333,0.336666667,0.293333334,,0.003333333,0.336666667,0.293333334
170,3.053333333,-7.15,5.703333333,,,0.076666667,0.133333333,0.703333334,-0.076666667,0.133333333,-0.703333334,,,,,,-0.076666667,0.133333333,-0.703333334,,0.076666667,0.133333333,0.703333334
171,3.18,-8.026666667,7.363333333,,,0.126666667,0.876666667,1.66,0.126666667,-0.876666667,1.66,,,,,,0.126666667,-0.876666667,1.66,,0.126666667,0.876666667,1.66
172,3.29,-9.16,7.366666667,,,0.11,1.133333333,0.003333334,0.11,-1.133333333,0.003333334,,,,,,0.11,-1.133333333,0.003333334,,0.11,1.133333333,0.003333334
173,3.353333333,-9.373333333,7.473333333,,,0.063333333,0.213333333,0.106666666,0.063333333,-0.213333333,0.106666666,,,,,,0.063333333,-0.213333333,0.106666666,,0.063333333,0.213333333,0.106666666
174,2.91,-8.75,7.12,,,0.443333333,0.623333333,0.353333333,-0.443333333,0.623333333,-0.353333333,,,,,,-0.443333333,0.623333333,-0.353333333,,0.443333333,0.623333333,0.353333333
175,2.716666667,-7.53,5.43,,,0.193333333,1.22,1.69,-0.193333333,1.22,-1.69,,,,,,-0.193333333,1.22,-1.69,,0.193333333,1.22,1.69
176,2.476666667,-6.706666667,6.016666667,,,0.24,0.823333333,0.586666667,-0.24,0.823333333,0.586666667,,,,,,-0.24,0.823333333,0.586666667,,0.24,0.823333333,0.586666667
177,2.833333333,-7.336666667,4.973333333,,,0.356666666,0.63,1.043333334,0.356666666,-0.63,-1.043333334,,,,,,0.356666666,-0.63,-1.043333334,,0.356666666,0.63,1.043333334
178,3.096666667,-8.186666667,6.72,,,0.263333334,0.85,1.746666667,0.263333334,-0.85,1.746666667,,,,,,0.263333334,-0.85,1.746666667,,0.263333334,0.85,1.746666667
179,3.266666667,-8.893333333,6.686666667,,,0.17,0.706666666,0.033333333,0.17,-0.706666666,-0.033333333,,,,,,0.17,-0.706666666,-0.033333333,,0.17,0.706666666,0.033333333
180,3.313333333,-8.83,7.036666667,,,0.046666666,0.063333333,0.35,0.046666666,0.063333333,0.35,,,,,,0.046666666,0.063333333,0.35,,0.046666666,0.063333333,0.35
181,2.986666667,-8.023333333,6.883333333,,,0.326666666,0.806666667,0.153333334,-0.326666666,0.806666667,-0.153333334,,,,,,-0.326666666,0.806666667,-0.153333334,,0.326666666,0.806666667,0.153333334
182,2.77,-7.423333333,5.706666667,,,0.216666667,0.6,1.176666666,-0.216666667,0.6,-1.176666666,,,,,,-0.216666667,0.6,-1.176666666,,0.216666667,0.6,1.176666666
183,2.3,-7.08,6.29,,,0.47,0.343333333,0.583333333,-0.47,0.343333333,0.583333333,,,,,,-0.47,0.343333333,0.583333333,,0.47,0.343333333,0.583333333
184,2.723333333,-7.906666667,5.673333333,,,0.423333333,0.826666667,0.616666667,0.423333333,-0.826666667,-0.616666667,,,,,,0.423333333,-0.826666667,-0.616666667,,0.423333333,0.826666667,0.616666667
185,2.673333333,-8.093333333,6.406666667,,,0.05,0.186666666,0.733333334,-0.05,-0.186666666,0.733333334,,,,,,-0.05,-0.186666666,0.733333334,,0.05,0.186666666,0.733333334
186,2.856666667,-7.89,6.066666667,,,0.183333334,0.203333333,0.34,0.183333334,0.203333333,-0.34,,,,,,0.183333334,0.203333333,-0.34,,0.183333334,0.203333333,0.34
187,2.63,-7.613333333,6.17,,,0.226666667,0.276666667,0.103333333,-0.226666667,0.276666667,0.103333333,,,,,,-0.226666667,0.276666667,0.103333333,,0.226666667,0.276666667,0.103333333
188,2.753333333,-7.746666667,6.123333333,,,0.123333333,0.133333334,0.046666667,0.123333333,-0.133333334,-0.046666667,,,,,,0.123333333,-0.133333334,-0.046666667,,0.123333333,0.133333334,0.046666667
189,2.613333333,-7.893333333,6.116666667,,,0.14,0.146666666,0.006666666,-0.14,-0.146666666,-0.006666666,,,,,,-0.14,-0.146666666,-0.006666666,,0.14,0.146666666,0.006666666
190,2.63,-7.456666667,5.836666667,,,0.016666667,0.436666666,0.28,0.016666667,0.436666666,-0.28,,,,,,0.016666667,0.436666666,-0.28,,0.016666667,0.436666666,0.28
191,2.626666667,-7.62,6.18,,,0.003333333,0.163333333,0.343333333,-0.003333333,-0.163333333,0.343333333,,,,,,-0.003333333,-0.163333333,0.343333333,,0.003333333,0.163333333,0.343333333
192,3.116666667,-7.923333333,6.313333333,,,0.49,0.303333333,0.133333333,0.49,-0.303333333,0.133333333,,,,,,0.49,-0.303333333,0.133333333,,0.49,0.303333333,0.133333333
193,3,-7.69,6.15,,,0.116666667,0.233333333,0.163333333,-0.116666667,0.233333333,-0.163333333,,,,,,-0.116666667,0.233333333,-0.163333333,,0.116666667,0.233333333,0.163333333
194,2.836666667,-7.15,6.12,,,0.163333333,0.54,0.03,-0.163333333,0.54,-0.03,,,,,,-0.163333333,0.54,-0.03,,0.163333333,0.54,0.03
195,2.613333333,-6.993333333,5.833333333,,,0.223333334,0.156666667,0.286666667,-0.223333334,0.156666667,-0.286666667,,,,,,-0.223333334,0.156666667,-0.286666667,,0.223333334,0.156666667,0.286666667
196,2.57,-7.853333333,6.486666667,,,0.043333333,0.86,0.653333334,-0.043333333,-0.86,0.653333334,,,,,,-0.043333333,-0.86,0.653333334,,0.043333333,0.86,0.653333334
197,2.823333333,-7.946666667,6.566666667,,,0.253333333,0.093333334,0.08,0.253333333,-0.093333334,0.08,,,,,,0.253333333,-0.093333334,0.08,,0.253333333,0.093333334,0.08
198,2.903333333,-7.463333333,6.103333333,,,0.08,0.483333334,0.463333334,0.08,0.483333334,-0.463333334,,,,,,0.08,0.483333334,-0.463333334,,0.08,0.483333334,0.463333334
199,2.866666667,-7.29,6.156666667,,,0.036666666,0.173333333,0.053333334,-0.036666666,0.173333333,0.053333334,,,,,,-0.036666666,0.173333333,0.053333334,,0.036666666,0.173333333,0.053333334
200,2.616666667,-7.96,6.066666667,,,0.25,0.67,0.09,-0.25,-0.67,-0.09,,,,,,-0.25,-0.67,-0.09,,0.25,0.67,0.09
201,2.556666667,-7.85,6.11,,,0.06,0.11,0.043333333,-0.06,0.11,0.043333333,,,,,,-0.06,0.11,0.043333333,,0.06,0.11,0.043333333
202,2.433333333,-7.466666667,6.173333333,,,0.123333334,0.383333333,0.063333333,-0.123333334,0.383333333,0.063333333,,,,,,-0.123333334,0.383333333,0.063333333,,0.123333334,0.383333333,0.063333333
203,2.56,-7.536666667,6.016666667,,,0.126666667,0.07,0.156666666,0.126666667,-0.07,-0.156666666,,,,,,0.126666667,-0.07,-0.156666666,,0.126666667,0.07,0.156666666
204,2.383333333,-8.216666667,6.65,,,0.176666667,0.68,0.633333333,-0.176666667,-0.68,0.633333333,,,,,,-0.176666667,-0.68,0.633333333,,0.176666667,0.68,0.633333333
205,2.506666667,-8.08,6.466666667,,,0.123333334,0.136666667,0.183333333,0.123333334,0.136666667,-0.183333333,,,,,,0.123333334,0.136666667,-0.183333333,,0.123333334,0.136666667,0.183333333
206,2.473333333,-7.563333333,6.313333333,,,0.033333334,0.516666667,0.153333334,-0.033333334,0.516666667,-0.153333334,,,,,,-0.033333334,0.516666667,-0.153333334,,0.033333334,0.516666667,0.153333334
207,2.776666667,-7.566666667,6.633333333,,,0.303333334,0.003333334,0.32,0.303333334,-0.003333334,0.32,,,,,,0.303333334,-0.003333334,0.32,,0.303333334,0.003333334,0.32
208,2.73,-8.103333333,6.793333333,,,0.046666667,0.536666666,0.16,-0.046666667,-0.536666666,0.16,,,,,,-0.046666667,-0.536666666,0.16,,0.046666667,0.536666666,0.16
209,2.843333333,-7.7,6.296666667,,,0.113333333,0.403333333,0.496666666,0.113333333,0.403333333,-0.496666666,,,,,,0.113333333,0.403333333,-0.496666666,,0.113333333,0.403333333,0.496666666
210,2.463333333,-7.793333333,5.94,,,0.38,0.093333333,0.356666667,-0.38,-0.093333333,-0.356666667,,,,,,-0.38,-0.093333333,-0.356666667,,0.38,0.093333333,0.356666667
211,2.806666667,-8.196666667,6.026666667,,,0.343333334,0.403333334,0.086666667,0.343333334,-0.403333334,0.086666667,,,,,,0.343333334,-0.403333334,0.086666667,,0.343333334,0.403333334,0.086666667
212,2.763333333,-8.446666667,6.34,,,0.043333334,0.25,0.313333333,-0.043333334,-0.25,0.313333333,,,,,,-0.043333334,-0.25,0.313333333,,0.043333334,0.25,0.313333333
213,2.943333333,-7.993333333,6.233333333,,,0.18,0.453333334,0.106666667,0.18,0.453333334,-0.106666667,,,,,,0.18,0.453333334,-0.106666667,,0.18,0.453333334,0.106666667
214,2.833333333,-7.8,5.716666667,,,0.11,0.193333333,0.516666666,-0.11,0.193333333,-0.516666666,,,,,,-0.11,0.193333333,-0.516666666,,0.11,0.193333333,0.516666666
215,3.023333333,-8.27,6.04,,,0.19,0.47,0.323333333,0.19,-0.47,0.323333333,,,,,,0.19,-0.47,0.323333333,,0.19,0.47,0.323333333
216,2.87,-8.423333333,6.153333333,,,0.153333333,0.153333333,0.113333333,-0.153333333,-0.153333333,0.113333333,,,,,,-0.153333333,-0.153333333,0.113333333,,0.153333333,0.153333333,0.113333333
217,2.78,-7.693333333,5.843333333,,,0.09,0.73,0.31,-0.09,0.73,-0.31,,,,,,-0.09,0.73,-0.31,,0.09,0.73,0.31
218,2.313333333,-7.89,5.92,,,0.466666667,0.196666667,0.076666667,-0.466666667,-0.196666667,0.076666667,,,,,,-0.466666667,-0.196666667,0.076666667,,0.466666667,0.196666667,0.076666667
219,2.763333333,-8.486666667,6.053333333,,,0.45,0.596666667,0.133333333,0.45,-0.596666667,0.133333333,,,,,,0.45,-0.596666667,0.133333333,,0.45,0.596666667,0.133333333
220,2.993333333,-8.603333333,5.953333333,,,0.23,0.116666666,0.1,0.23,-0.116666666,-0.1,,,,,,0.23,-0.116666666,-0.1,,0.23,0.116666666,0.1
221,3.253333333,-7.936666667,5.896666667,,,0.26,0.666666666,0.056666666,0.26,0.666666666,-0.056666666,,,,,,0.26,0.666666666,-0.056666666,,0.26,0.666666666,0.056666666
222,3.056666667,-7.743333333,5.473333333,,,0.196666666,0.193333334,0.423333334,-0.196666666,0.193333334,-0.423333334,,,,,,-0.196666666,0.193333334,-0.423333334,,0.196666666,0.193333334,0.423333334
223,2.88,-8.4,6.053333333,,,0.176666667,0.656666667,0.58,-0.176666667,-0.656666667,0.58,,,,,,-0.176666667,-0.656666667,0.58,,0.176666667,0.656666667,0.58
224,2.86,-8.603333333,5.863333333,,,0.02,0.203333333,0.19,-0.02,-0.203333333,-0.19,,,,,,-0.02,-0.203333333,-0.19,,0.02,0.203333333,0.19
225,2.78,-7.9,5.776666667,,,0.08,0.703333333,0.086666666,-0.08,0.703333333,-0.086666666,,,,,,-0.08,0.703333333,-0.086666666,,0.08,0.703333333,0.086666666
226,2.833333333,-7.87,6.153333333,,,0.053333333,0.03,0.376666666,0.053333333,0.03,0.376666666,,,,,,0.053333333,0.03,0.376666666,,0.053333333,0.03,0.376666666
227,2.916666667,-8.396666667,6.33,,,0.083333334,0.526666667,0.176666667,0.083333334,-0.526666667,0.176666667,,,,,,0.083333334,-0.526666667,0.176666667,,0.083333334,0.526666667,0.176666667
228,3.013333333,-8.29,6.07,,,0.096666666,0.106666667,0.26,0.096666666,0.106666667,-0.26,,,,,,0.096666666,0.106666667,-0.26,,0.096666666,0.106666667,0.26
229,2.916666667,-7.986666667,5.58,,,0.096666666,0.303333333,0.49,-0.096666666,0.303333333,-0.49,,,,,,-0.096666666,0.303333333,-0.49,,0.096666666,0.303333333,0.49
230,2.91,-8.05,5.3,,,0.006666667,0.063333333,0.28,-0.006666667,-0.063333333,-0.28,,,,,,-0.006666667,-0.063333333,-0.28,,0.006666667,0.063333333,0.28
231,2.886666667,-8.66,5.75,,,0.023333333,0.61,0.45,-0.023333333,-0.61,0.45,,,,,,-0.023333333,-0.61,0.45,,0.023333333,0.61,0.45
232,2.76,-8.456666667,5.79,,,0.126666667,0.203333333,0.04,-0.126666667,0.203333333,0.04,,,,,,-0.126666667,0.203333333,0.04,,0.126666667,0.203333333,0.04
233,2.726666667,-7.69,5.49,,,0.033333333,0.766666667,0.3,-0.033333333,0.766666667,-0.3,,,,,,-0.033333333,0.766666667,-0.3,,0.033333333,0.766666667,0.3
234,2.613333333,-7.613333333,5.593333333,,,0.113333334,0.076666667,0.103333333,-0.113333334,0.076666667,0.103333333,,,,,,-0.113333334,0.076666667,0.103333333,,0.113333334,0.076666667,0.103333333
235,2.893333333,-8.303333333,5.496666667,,,0.28,0.69,0.096666666,0.28,-0.69,-0.096666666,,,,,,0.28,-0.69,-0.096666666,,0.28,0.69,0.096666666
236,2.913333333,-8.81,6.073333333,,,0.02,0.506666667,0.576666666,0.02,-0.506666667,0.576666666,,,,,,0.02,-0.506666667,0.576666666,,0.02,0.506666667,0.576666666
237,3.076666667,-9.13,5.913333333,,,0.163333334,0.32,0.16,0.163333334,-0.32,-0.16,,,,,,0.163333334,-0.32,-0.16,,0.163333334,0.32,0.16
